,orthography,phonology,Class,gender,gender_numeric
24692,Milchsaeure,mIlxzXr@,N,v.,2.0
24693,milchweiss,mIlxvWs,A,,
24694,Milchwirtschaft,mIlxvIrtS&ft,N,v.,2.0
24695,Milchzahn,mIlx=an,N,m.,1.0
24696,Milchzucker,mIlx=Uk@r,N,m.,1.0
24697,mild,mIlt,A,,
24698,milde,mIld@,A,,
24699,mildern,mIld@rn,V,,
24700,Milderung,mIld@rUN,N,v.,2.0
24701,mildherzig,mIlthEr=Ix,A,,
24702,mildtaetig,mIltt)tIx,A,,
24703,Mildtaetigkeit,mIltt)tIxkWt,N,v.,2.0
24704,Milieu,mili|,N,o.,3.0
24705,milieugeschaedigt,mili|g@S)dIxt,A,,
24706,Milieuschilderung,mili|SIld@rUN,N,v.,2.0
24707,militant,milit&nt,A,,
24708,Militaer,milit)r,N,m.,1.0
24709,Militaer,milit)r,N,o.,3.0
24710,Militaerakademie,milit)r&k&demi,N,v.,2.0
24711,Militaerarzt,milit)rar=t,N,m.,1.0
24712,Militaerattache,milit)r&t&S@,N,m.,1.0
24713,Militaerbuendnis,milit)rbYntnIs,N,o.,3.0
24714,Militaerdienst,milit)rdinst,N,m.,1.0
24715,Militaerdiktatur,milit)rdIkt&tur,N,v.,2.0
24716,militaerisch,milit)rIS,A,,
24717,militarisieren,militarizir@n,V,,
24718,Militarisierung,militarizirUN,N,v.,2.0
24719,Militarismus,milit&rIsmUs,N,m.,1.0
24720,Militarist,milit&rIst,N,m.,1.0
24721,militaristisch,milit&rIstIS,A,,
24722,Militaerjunta,milit)rxUnta,N,v.,2.0
24723,Militaermarsch,milit)rm&rS,N,m.,1.0
24724,Militaermusik,milit)rmuzik,N,v.,2.0
24725,Militaerpflicht,milit)r+lIxt,N,v.,2.0
24726,militaerpflichtig,milit)r+lIxtIx,A,,
24727,Militaerpolizei,milit)rpoli=W,N,v.,2.0
24728,Militaerregierung,milit)rregirUN,N,v.,2.0
24729,Militaerzeit,milit)r=Wt,N,v.,2.0
24730,Miliz,mili=,N,v.,2.0
24731,Milizionaer,mili=ion)r,N,m.,1.0
24732,Milizsoldat,mili=zOldat,N,m.,1.0
24733,Milliampere,mIli&mp)r,N,o.,3.0
24734,Milliardaer,mIli&rd)r,N,m.,1.0
24735,Milliarde,mIli&rd@,N,v.,2.0
24736,milliardstel,mIli&rtst@l,NUM,,
24737,Millibar,mIlibar,N,o.,3.0
24738,Milligramm,mIligr&m,N,o.,3.0
24739,Millimeter,mIlimet@r,N,m.,13.0
24740,millimetergenau,mIlimet@rg@nB,A,,
24741,Million,mIlion,N,v.,2.0
24742,Millionaer,mIlion)r,N,m.,1.0
24743,Millionengeschaeft,mIlion@ng@SEft,N,o.,3.0
24744,millionenhaft,mIlion@nh&ft,A,,
24745,millionenmal,mIlion@nmal,ADV,,
24746,Millionenstadt,mIlion@nSt&t,N,v.,2.0
24747,millionste,mIlionst@,NUM,,
24748,Millionstel,mIlionst@l,N,o.,3.0
24749,Milz,mIl=,N,v.,2.0
24750,Milzbrand,mIl=br&nt,N,m.,1.0
24751,mimen,mim@n,V,,
24752,Mime,mim@,N,m.,1.0
24753,Mimese,mimez@,N,v.,2.0
24754,Mimesis,mimezIs,N,v.,2.0
24755,Mimik,mimIk,N,v.,2.0
24756,mimisch,mimIS,A,,
24757,Mimose,mimoz@,N,v.,2.0
24758,mimosenhaft,mimoz@nh&ft,A,,
24759,Minarett,min&rEt,N,o.,3.0
24760,minder,mInd@r,A,,
24761,mindern,mInd@rn,V,,
24762,minderbegabt,mInd@rb@gapt,A,,
24763,Minderbegabte,mInd@rb@gapt@,N,v.,21.0
24764,minderbemittelt,mInd@rb@mIt@lt,A,,
24765,Minderbemittelte,mInd@rb@mIt@lt@,N,v.,21.0
24766,Minderheit,mInd@rhWt,N,v.,2.0
24767,Minderheitsregierung,mInd@rhW=regirUN,N,v.,2.0
24768,minderjaehrig,mInd@rj)rIx,A,,
24769,Minderjaehrige,mInd@rj)rIg@,N,v.,21.0
24770,Minderjaehrigkeit,mInd@rj)rIxkWt,N,v.,2.0
24771,Minderung,mInd@rUN,N,v.,2.0
24772,Minderwert,mInd@rvert,N,m.,1.0
24773,minderwertig,mInd@rvertIx,A,,
24774,Minderwertigkeit,mInd@rvertIxkWt,N,v.,2.0
24775,Minderzahl,mInd@r=al,N,v.,2.0
24776,mindeste,mInd@st@,A,,
24777,mindestens,mInd@st@ns,ADV,,
24778,Mindestgeschwindigkeit,mInd@stg@SvIndIxkWt,N,v.,2.0
24779,Mindestzahl,mInd@st=al,N,v.,2.0
24780,Mine,min@,N,v.,2.0
24781,Minenfeld,min@nfElt,N,o.,3.0
24782,Minenleger,min@nleg@r,N,m.,1.0
24783,Mineral,mineral,N,o.,3.0
24784,Mineralbad,mineralbat,N,o.,3.0
24785,mineralisch,mineralIS,A,,
24786,Mineraloge,miner&log@,N,m.,1.0
24787,Mineralogie,mineralogi,N,v.,2.0
24788,mineralogisch,miner&logIS,A,,
24789,Mineraloel,miner&l|l,N,o.,3.0
24790,Mineralquelle,mineralkvEl@,N,v.,2.0
24791,Mineralsalz,mineralz&l=,N,o.,3.0
24792,Minestra,minEstra,N,v.,2.0
24793,Mineur,min|r,N,m.,1.0
24794,mini,mIni,A,,
24795,Miniatur,mini&tur,N,v.,2.0
24796,Miniaturausgabe,mini&turBsgab@,N,v.,2.0
24797,miniaturisieren,mini&turizir@n,V,,
24798,Miniaturmalerei,mini&turmal@rW,N,v.,2.0
24799,minieren,minir@n,V,,
24800,Minigolf,minigOlf,N,o.,3.0
24801,minimal,minimal,A,,
24802,Minimalbetrag,minimalb@trak,N,m.,1.0
24803,minimieren,minimir@n,V,,
24804,Minimum,minimUm,N,o.,3.0
24805,Minirock,minirOk,N,m.,1.0
24806,Minister,minIst@r,N,m.,1.0
24807,ministerial,minIsterial,A,,
24808,Ministerialbeamte,minIsterialb@&mt@,N,m.,1.0
24809,Ministeriale,minIsterial@,N,m.,1.0
24810,Ministerialrat,minIsterialrat,N,m.,1.0
24811,ministeriell,minIsteriEl,A,,
24812,Ministerium,minIsteriUm,N,o.,3.0
24813,Ministerpraesident,minIst@rprEzidEnt,N,m.,1.0
24814,Ministrant,minIstr&nt,N,m.,1.0
24815,ministrieren,minIstrir@n,V,,
24816,Mink,mINk,N,o.,3.0
24817,Minkfell,mINkfEl,N,o.,3.0
24818,minnen,mIn@n,V,,
24819,Minne,mIn@,N,v.,2.0
24820,Minnedienst,mIn@dinst,N,m.,1.0
24821,Minnesang,mIn@z&N,N,m.,1.0
24822,Minnesaenger,mIn@zEN@r,N,m.,1.0
24823,Minoritaet,minorit)t,N,v.,2.0
24824,Minotaur,minotBr,N,m.,1.0
24825,Minstrel,mInstr@l,N,m.,1.0
24826,minus,minUs,ADV,,
24827,Minus,minUs,N,o.,3.0
24828,minus,minUs,C,,
24829,minus,minUs,PREP,,
24830,Minusbetrag,minUsb@trak,N,m.,1.0
24831,Minuszeichen,minUs=Wx@n,N,o.,3.0
24832,Minute,minut@,N,v.,2.0
24833,minutenlang,minut@nl&N,A,,
24834,Minutenzeiger,minut@n=Wg@r,N,m.,1.0
24835,minutioes,minuti|s,A,,
24836,minutlich,minutlIx,A,,
24837,minuetlich,minytlIx,A,,
24838,minuzioes,minu=i|s,A,,
24839,Minze,mIn=@,N,v.,2.0
24840,Mir,mir,N,m.,1.0
24841,Mirabelle,mir&bEl@,N,v.,2.0
24842,Mirakel,mirak@l,N,o.,3.0
24843,mirakuloes,mir&kUl|s,A,,
24844,Misanthrop,miz&ntrop,N,m.,1.0
24845,misanthropisch,miz&ntropIS,A,,
24846,mischen,mIS@n,V,,
24847,Mischbatterie,mISb&t@ri,N,v.,2.0
24848,Mischehe,mISe@,N,v.,2.0
24849,Mischer,mIS@r,N,m.,1.0
24850,Mischerei,mIS@rW,N,v.,2.0
24851,mischfarbig,mISf&rbIx,A,,
24852,Mischfutter,mISfUt@r,N,o.,3.0
24853,Mischling,mISlIN,N,m.,1.0
24854,Mischmasch,mISm&S,N,m.,1.0
24855,Mischung,mISUN,N,v.,2.0
24856,Mischungsverhaeltnis,mISUNsfErhEltnIs,N,o.,3.0
24857,Mischwald,mISv<,N,m.,1.0
24858,miserabel,mizerab@l,A,,
24859,Miserere,mizerer@,N,o.,3.0
24860,Mispel,mIsp@l,N,v.,2.0
24861,missen,mIs@n,V,,
24862,Miss,mIs,N,v.,2.0
24863,missachten,mIs&xt@n,V,,
24864,Missachtung,mIs&xtUN,N,v.,2.0
24865,missbehagen,mIsb@hag@n,V,,
24866,Missbehagen,mIsb@hag@n,N,o.,3.0
24867,Missbildung,mIsbIldUN,N,v.,2.0
24868,missbilligen,mIsbIlIg@n,V,,
24869,missbrauchen,mIsbrBx@n,V,,
24870,Missbrauch,mIsbrBx,N,m.,1.0
24871,missbraeuchlich,mIsbrXxlIx,A,,
24872,missbraeuchlicherweise,mIsbrXxlIx@rvWz@,ADV,,
24873,missdeuten,mIsdXt@n,V,,
24874,Missdeutung,mIsdXtUN,N,v.,2.0
24875,Misserfolg,mIsErfOlk,N,m.,1.0
24876,Missernte,mIsErnt@,N,v.,2.0
24877,Missetat,mIs@tat,N,v.,2.0
24878,Missetaeter,mIs@t)t@r,N,m.,1.0
24879,missfallen,mIsf&l@n,V,,
24880,missfaellig,mIsfElIx,A,,
24881,missgebildet,mIsg@bIld@t,A,,
24882,Missgeburt,mIsg@burt,N,v.,2.0
24883,missgelaunt,mIsg@lBnt,A,,
24884,Missgeschick,mIsg@SIk,N,o.,3.0
24885,missgestalt,mIsg@St<,A,,
24886,missgestalten,mIsg@St<@n,V,,
24887,Missgestalt,mIsg@St<,N,v.,2.0
24888,missgestaltet,mIsg@St<@t,A,,
24889,missgestimmt,mIsg@StImt,A,,
24890,missgewachsen,mIsg@v&ks@n,A,,
24891,missgluecken,mIsglYk@n,V,,
24892,missgoennen,mIsg/n@n,V,,
24893,Missgriff,mIsgrIf,N,m.,1.0
24894,Missgunst,mIsgUnst,N,v.,2.0
24895,missguenstig,mIsgYnstIx,A,,
24896,misshandeln,mIsh&nd@ln,V,,
24897,Misshandlung,mIsh&ndlUN,N,v.,2.0
24898,Missile,mIsWl,N,o.,3.0
24899,Mission,mIsion,N,v.,2.0
24900,Missionar,mIsionar,N,m.,1.0
24901,Missionaer,mIsion)r,N,m.,1.0
24902,missionarisch,mIsionarIS,A,,
24903,missionieren,mIsionir@n,V,,
24904,Missionschef,mIsionsSEf,N,m.,1.0
24905,Missionsgesellschaft,mIsionsg@zElS&ft,N,v.,2.0
24906,Missklang,mIskl&N,N,m.,1.0
24907,Misskredit,mIskredit,N,m.,1.0
24908,misslaunig,mIslBnIx,A,,
24909,Misslaut,mIslBt,N,m.,1.0
24910,misslich,mIslIx,A,,
24911,Misslichkeit,mIslIxkWt,N,v.,2.0
24912,misslingen,mIslIN@n,V,,
24913,Missmut,mIsmut,N,m.,1.0
24914,missmutig,mIsmutIx,A,,
24915,missraten,mIsrat@n,V,,
24916,misstrauen,mIstrB@n,V,,
24917,Misstrauen,mIstrB@n,N,o.,3.0
24918,Misstrauensvotum,mIstrB@nsvotUm,N,o.,3.0
24919,misstrauisch,mIstrBIS,A,,
24920,missvergnuegt,mIsfErgnykt,A,,
24921,missverstaendlich,mIsfErStEntlIx,A,,
24922,Missverstaendnis,mIsfErStEntnIs,N,o.,3.0
24923,misswachsen,mIsv&ks@n,A,,
24924,Missweisung,mIsvWzUN,N,v.,2.0
24925,Misswuchs,mIsvuks,N,m.,1.0
24926,misszufrieden,mIs=ufrid@n,A,,
24927,misten,mIst@n,V,,
24928,Mist,mIst,N,m.,1.0
24929,Mistbeet,mIstbet,N,o.,3.0
24930,Mistel,mIst@l,N,v.,2.0
24931,Mistelzweig,mIst@l=vWk,N,m.,1.0
24932,Mister,mIst@r,N,m.,1.0
24933,Mistfink,mIstfINk,N,m.,1.0
24934,Mistgabel,mIstgab@l,N,v.,2.0
24935,Misthaufen,mIsthBf@n,N,m.,1.0
24936,mistig,mIstIx,A,,
24937,Mistjauche,mIstjBx@,N,v.,2.0
24938,Mistkerl,mIstkErl,N,m.,1.0
24939,Mistral,mIstral,N,m.,1.0
24940,Miststueck,mIstStYk,N,o.,3.0
24941,mit,mIt,PREP,,
24942,mit,mIt,ADV,,
24943,mitarbeiten,mIt&rbWt@n,V,,
24944,Mitarbeit,mIt&rbWt,N,v.,2.0
24945,Mitarbeiter,mIt&rbWt@r,N,m.,1.0
24946,Mitarbeiterstab,mIt&rbWt@rStap,N,m.,1.0
24947,mitbekommen,mItb@kOm@n,V,,
24948,mitbenutzen,mItb@nU=@n,V,,
24949,mitbenuetzen,mItb@nY=@n,V,,
24950,Mitbestimmung,mItb@StImUN,N,v.,2.0
24951,Mitbestimmungsrecht,mItb@StImUNsrExt,N,o.,3.0
24952,mitbringen,mItbrIN@n,V,,
24953,Mitbringsel,mItbrINz@l,N,o.,3.0
24954,Mitbuerger,mItbYrg@r,N,m.,1.0
24955,mitdenken,mItdENk@n,V,,
24956,mitduerfen,mItdYrf@n,V,,
24957,Miteigentum,mItWg@ntum,N,o.,3.0
24958,miteinander,mItWn&nd@r,ADV,,
24959,Mitempfinden,mitEm+Ind@n,N,o.,3.0
24960,Miterbe,mitErb@,N,m.,1.0
24961,miterleben,mItErleb@n,V,,
24962,Mitesser,mitEs@r,N,m.,1.0
24963,mitfahren,mItfar@n,V,,
24964,Mitfahrer,mItfar@r,N,m.,1.0
24965,mitfuehlen,mItfyl@n,V,,
24966,mitfuehren,mItfyr@n,V,,
24967,mitgeben,mItgeb@n,V,,
24968,Mitgefuehl,mItg@fyl,N,o.,3.0
24969,mitgehen,mItge@n,V,,
24970,mitgenommen,mItg@nOm@n,A,,
24971,Mitgift,mItgIft,N,v.,2.0
24972,Mitglied,mItglit,N,o.,3.0
24973,Mitgliederversammlung,mItglid@rfErz&mlUN,N,v.,2.0
24974,Mitgliederzahl,mItglid@r=al,N,v.,2.0
24975,Mitgliedsausweis,mItgli=BsvWs,N,m.,1.0
24976,Mitgliedschaft,mItglitS&ft,N,v.,2.0
24977,Mitgliedskarte,mItgli=k&rt@,N,v.,2.0
24978,mithaben,mIthab@n,V,,
24979,mithalten,mIth<@n,V,,
24980,mithelfen,mIthElf@n,V,,
24981,Mitherausgeber,mIthErBsgeb@r,N,m.,1.0
24982,Mithilfe,mIthIlf@,N,v.,2.0
24983,mithin,mIthIn,ADV,,
24984,mithoeren,mIth|r@n,V,,
24985,Mitinhaber,mItInhab@r,N,m.,1.0
24986,Mitkaempfer,mItkEm+@r,N,m.,1.0
24987,Mitklaeger,mItkl)g@r,N,m.,1.0
24988,mitklingen,mItklIN@n,V,,
24989,mitkommen,mItkOm@n,V,,
24990,mitkoennen,mItk/n@n,V,,
24991,mitkriegen,mItkrig@n,V,,
24992,mitlaufen,mItlBf@n,V,,
24993,Mitlaeufer,mItlXf@r,N,m.,1.0
24994,Mitlaut,mItlBt,N,m.,1.0
24995,mitleiden,mItlWd@n,V,,
24996,Mitleid,mItlWt,N,o.,3.0
24997,Mitleidenschaft,mItlWd@nS&ft,N,v.,2.0
24998,mitleidig,mItlWdIx,A,,
24999,mitleidslos,mItlW=los,A,,
25000,mitleidsvoll,mItlW=fOl,A,,
25001,mitliefern,mItlif@rn,V,,
25002,mitmachen,mItm&x@n,V,,
25003,Mitmensch,mItmEnS,N,m.,1.0
25004,mitmenschlich,mItmEnSlIx,A,,
25005,mitmischen,mItmIS@n,V,,
25006,mitmuessen,mItmYs@n,V,,
25007,Mitnahme,mItnam@,N,o.,3.0
25008,mitnehmen,mItnem@n,V,,
25009,mitnichten,mItnIxt@n,ADV,,
25010,Mitose,mitoz@,N,v.,2.0
25011,Mitrailleuse,mItr&lj|z@,N,v.,2.0
25012,mitreden,mItred@n,V,,
25013,mitreisen,mItrWz@n,V,,
25014,Mitreisende,mItrWz@nd@,N,v.,21.0
25015,mitreissen,mItrWs@n,V,,
25016,mitsammen,mItz&m@n,ADV,,
25017,mitsamt,mItz&mt,PREP,,
25018,mitschleppen,mItSlEp@n,V,,
25019,mitschneiden,mItSnWd@n,V,,
25020,mitschreiben,mItSrWb@n,V,,
25021,Mitschuld,mItSUlt,N,v.,2.0
25022,mitschuldig,mItSUldIx,A,,
25023,Mitschueler,mItSyl@r,N,m.,1.0
25024,Mitschuelerin,mItSyl@rIn,N,v.,2.0
25025,mitschwingen,mItSvIN@n,V,,
25026,mitsingen,mItzIN@n,V,,
25027,mitsollen,mItzOl@n,V,,
25028,mitspielen,mItSpil@n,V,,
25029,Mitspieler,mItSpil@r,N,m.,1.0
25030,Mitsprache,mItSprax@,N,v.,2.0
25031,Mitspracherecht,mItSprax@rExt,N,o.,3.0
25032,mitsprechen,mItSprEx@n,V,,
25033,Mitstreiter,mItStrWt@r,N,m.,1.0
25034,Mittag,mItak,N,o.,3.0
25035,Mittag,mItak,N,m.,1.0
25036,Mittagessen,mItakEs@n,N,o.,3.0
25037,mittaeglich,mIt)klIx,A,,
25038,mittags,mItaks,ADV,,
25039,Mittagsbrot,mItaksbrot,N,o.,3.0
25040,Mittagshitze,mItakshI=@,N,v.,2.0
25041,Mittagslinie,mItakslini@,N,v.,2.0
25042,Mittagsmahl,mItaksmal,N,o.,3.0
25043,Mittagspause,mItakspBz@,N,v.,2.0
25044,Mittagsschlaf,mItaksSlaf,N,m.,1.0
25045,Mittagssonne,mItakszOn@,N,v.,2.0
25046,Mittagsstunde,mItaksStUnd@,N,v.,2.0
25047,Mittagstisch,mItakstIS,N,m.,1.0
25048,Mittagszeit,mItaks=Wt,N,v.,2.0
25049,Mittaeter,mItt)t@r,N,m.,1.0
25050,Mittaeterschaft,mItt)t@rS&ft,N,v.,2.0
25051,Mitte,mIt@,N,v.,2.0
25052,mitteilen,mIttWl@n,V,,
25053,mitteilsam,mIttWlzam,A,,
25054,Mitteilsamkeit,mIttWlzamkWt,N,v.,2.0
25055,Mitteilung,mIttWlUN,N,v.,2.0
25056,Mitteilungsbeduerfnis,mIttWlUNsb@dYrfnIs,N,o.,3.0
25057,mittel,mIt@l,A,,
25058,Mittel,mIt@l,N,o.,3.0
25059,Mittelalter,mIt@l<@r,N,o.,3.0
25060,mittelalterlich,mIt@l<@rlIx,A,,
25061,mittelbar,mIt@lbar,A,,
25062,mitteldeutsch,mIt@ldXJ,A,,
25063,Mitteldeutschland,mIt@ldXJl&nt,N,o.,3.0
25064,Mittelding,mIt@ldIN,N,o.,3.0
25065,Mitteleuropa,mIt@lXropa,N,o.,3.0
25066,mitteleuropaeisch,mIt@lXrop)IS,A,,
25067,Mittelfinger,mIt@lfIN@r,N,m.,1.0
25068,Mittelgewicht,mIt@lg@vIxt,N,o.,3.0
25069,mittelgross,mIt@lgros,A,,
25070,mittelgut,mIt@lgut,A,,
25071,mittelhochdeutsch,mIt@lhoxdXJ,A,,
25072,Mittelklasse,mIt@lkl&s@,N,v.,2.0
25073,Mittellinie,mIt@llini@,N,v.,2.0
25074,mittellos,mIt@llos,A,,
25075,Mittellosigkeit,mIt@llozIxkWt,N,v.,2.0
25076,Mittelmass,mIt@lmas,N,o.,3.0
25077,mittelmaessig,mIt@lm)sIx,A,,
25078,Mittelmaessigkeit,mIt@lm)sIxkWt,N,v.,2.0
25079,Mittelmeer,mIt@lmer,N,o.,3.0
25080,Mittelmeerraum,mIt@lmerrBm,N,m.,1.0
25081,mittelniederdeutsch,mIt@lnid@rdXJ,A,,
25082,Mittelohr,mIt@lor,N,o.,3.0
25083,Mittelohrentzuendung,mIt@lorEnt=YndUN,N,v.,2.0
25084,mittelpraechtig,mIt@lprExtIx,A,,
25085,Mittelpunkt,mIt@lpUNkt,N,m.,1.0
25086,mittels,mIt@ls,PREP,,
25087,Mittelschicht,mIt@lSIxt,N,v.,2.0
25088,Mittelschiff,mIt@lSIf,N,o.,3.0
25089,Mittelschule,mIt@lSul@,N,v.,2.0
25090,mittelschwer,mIt@lSver,A,,
25091,Mittelsmann,mIt@lsm&n,N,m.,1.0
25092,mittelstaendig,mIt@lStEndIx,A,,
25093,Mittelstellung,mIt@lStElUN,N,v.,2.0
25094,Mittelstrecke,mIt@lStrEk@,N,v.,2.0
25095,Mittelstreckenlauf,mIt@lStrEk@nlBf,N,m.,1.0
25096,Mittelstueck,mIt@lStYk,N,o.,3.0
25097,Mittelstufe,mIt@lStuf@,N,v.,2.0
25098,Mittelteil,mIt@ltWl,N,m.,1.0
25099,Mittelweg,mIt@lvek,N,m.,1.0
25100,mittelweit,mIt@lvWt,A,,
25101,Mittelwelle,mIt@lvEl@,N,v.,2.0
25102,Mittelwert,mIt@lvert,N,m.,1.0
25103,Mittelwort,mIt@lvOrt,N,o.,3.0
25104,mitten,mIt@n,ADV,,
25105,mittendrein,mIt@ndrWn,ADV,,
25106,mittendrin,mIt@ndrIn,ADV,,
25107,mittendrunter,mIt@ndrUnt@r,ADV,,
25108,mittendurch,mIt@ndUrx,ADV,,
25109,mitteninne,mIt@nIn@,ADV,,
25110,Mitternacht,mIt@rn&xt,N,v.,2.0
25111,mitternaechtlich,mIt@rnExtlIx,A,,
25112,mitternachts,mIt@rn&x=,ADV,,
25113,Mitternachtssonne,mIt@rn&x=zOn@,N,v.,2.0
25114,Mitternachtsstunde,mIt@rn&x=StUnd@,N,v.,2.0
25115,mittig,mItIx,A,,
25116,Mittler,mItl@r,N,m.,1.0
25117,mittlere,mItl@r@,A,,
25118,mittlerweile,mItl@rvWl@,ADV,,
25119,mittschiffs,mItSIfs,ADV,,
25120,Mittsommer,mItzOm@r,N,m.,1.0
25121,Mittsommernacht,mItzOm@rn&xt,N,v.,2.0
25122,mittsommers,mItzOm@rs,ADV,,
25123,mittun,mIttun,V,,
25124,Mittwinter,mItvInt@r,N,m.,1.0
25125,Mittwoch,mItvOx,N,m.,1.0
25126,mittwochs,mItvOxs,ADV,,
25127,mitverantwortlich,mItfEr&ntvOrtlIx,A,,
25128,Mitverschwoerer,mItfErSv|r@r,N,m.,1.0
25129,mitwirken,mItvIrk@n,V,,
25130,Mitwirkung,mItvIrkUN,N,v.,2.0
25131,Mitwisser,mItvIs@r,N,m.,1.0
25132,Mitwisserschaft,mItvIs@rS&ft,N,v.,2.0
25133,mitwollen,mItvOl@n,V,,
25134,mitzaehlen,mIt=)l@n,V,,
25135,mitziehen,mIt=i@n,V,,
25136,mixen,mIks@n,V,,
25137,Mixbecher,mIksbEx@r,N,m.,1.0
25138,Mixer,mIks@r,N,m.,1.0
25139,Mixtur,mIkstur,N,v.,2.0
25140,Mnemonik,mnemonIk,N,v.,2.0
25141,Mnemoniker,mnemonik@r,N,m.,1.0
25142,mnemonisch,mnemonIS,A,,
25143,Mnemotechniker,mnemotExnik@r,N,m.,1.0
25144,mnemotechnisch,mnemotExnIS,A,,
25145,Moebel,m|b@l,N,o.,3.0
25146,Moebelfirma,m|b@lfIrma,N,v.,2.0
25147,Moebelstueck,m|b@lStYk,N,o.,3.0
25148,mobil,mobil,A,,
25149,mobile,mobil@,ADV,,
25150,Mobile,mobil@,N,o.,3.0
25151,Mobiliar,mobiliar,N,o.,3.0
25152,Mobilien,mobili@n,N,,
25153,Mobilisation,mobiliz&=ion,N,v.,2.0
25154,mobilisieren,mobilizir@n,V,,
25155,Mobilisierung,mobilizirUN,N,v.,2.0
25156,Mobilitaet,mobilit)t,N,v.,2.0
25157,Mobilmachung,mobilm&xUN,N,v.,2.0
25158,moeblieren,m|blir@n,V,,
25159,Moeblierung,m|blirUN,N,v.,2.0
25160,Moechtegern,m/xt@gErn,N,m.,1.0
25161,modal,modal,A,,
25162,Modalitaet,modalit)t,N,v.,2.0
25163,Modalsatz,modalz&=,N,m.,1.0
25164,Modalverb,modalvErp,N,o.,3.0
25165,Modder,mOd@r,N,m.,1.0
25166,modderig,mOd@rIx,A,,
25167,moddrig,mOdrIx,A,,
25168,Mode,mod@,N,v.,2.0
25169,Modeartikel,mod@&rtik@l,N,m.,1.0
25170,Modefarbe,mod@f&rb@,N,v.,2.0
25171,Modehaus,mod@hBs,N,o.,3.0
25172,Model,mod@l,N,m.,1.0
25173,Modell,modEl,N,o.,3.0
25174,Modelleur,modEl|r,N,m.,1.0
25175,Modellfall,modElf&l,N,m.,1.0
25176,modellhaft,modElh&ft,A,,
25177,modellieren,modElir@n,V,,
25178,Modellierbogen,modElirbog@n,N,m.,1.0
25179,Modellierer,modElir@r,N,m.,1.0
25180,Modellierholz,modElirhOl=,N,o.,3.0
25181,Modellierung,modElirUN,N,v.,2.0
25182,Modellkleid,modElklWt,N,o.,3.0
25183,Modenschau,mod@nSB,N,v.,2.0
25184,Modepuppe,mod@pUp@,N,v.,2.0
25185,Moder,mod@r,N,m.,1.0
25186,modern,mod@rn,V,,
25187,Moderation,moder&=ion,N,v.,2.0
25188,Moderator,moderatOr,N,m.,1.0
25189,Modergeruch,mod@rg@rux,N,m.,1.0
25190,moderieren,moderir@n,V,,
25191,moderig,mod@rIx,A,,
25192,modern,modErn,A,,
25193,Moderne,modErn@,N,v.,2.0
25194,modernisieren,modErnizir@n,V,,
25195,Modernisierung,modErnizirUN,N,v.,2.0
25196,Modernismus,modErnIsmUs,N,m.,1.0
25197,Modernist,modErnIst,N,m.,1.0
25198,Modernitaet,modErnit)t,N,v.,2.0
25199,Modesalon,mod@z&l~,N,m.,1.0
25200,Modewelt,mod@vElt,N,v.,2.0
25201,Modewort,mod@vOrt,N,o.,3.0
25202,Modifikation,modifik&=ion,N,v.,2.0
25203,modifizieren,modifi=ir@n,V,,
25204,Modifizierung,modifi=irUN,N,v.,2.0
25205,modisch,modIS,A,,
25206,Modist,modIst,N,m.,1.0
25207,Modistin,modIstIn,N,v.,2.0
25208,modrig,modrIx,A,,
25209,Modul,modUl,N,m.,1.0
25210,Modul,modUl,N,o.,3.0
25211,modular,modUlar,A,,
25212,Modulation,modul&=ion,N,v.,2.0
25213,Modulationsfaehigkeit,modul&=ionsf)IxkWt,N,v.,2.0
25214,modulieren,modulir@n,V,,
25215,Modus,modUs,N,m.,1.0
25216,Mofa,mofa,N,o.,3.0
25217,mofeln,mof@ln,V,,
25218,moegen,m|g@n,V,,
25219,mogeln,mog@ln,V,,
25220,Mogelei,mog@lW,N,v.,2.0
25221,Mogler,mogl@r,N,m.,1.0
25222,moeglich,m|klIx,A,,
25223,moeglichenfalls,m|klIx@nf&ls,ADV,,
25224,moeglicherweise,m|klIx@rvWz@,ADV,,
25225,Moeglichkeit,m|klIxkWt,N,v.,2.0
25226,Moeglichkeitsform,m|klIxkW=fOrm,N,v.,2.0
25227,moeglichst,m|klIxst,ADV,,
25228,Mogul,mogUl,N,m.,1.0
25229,Mohair,moh)r,N,m.,1.0
25230,Mohammedaner,moh&medan@r,N,m.,1.0
25231,mohammedanisch,moh&medanIS,A,,
25232,Mohaer,moh)r,N,m.,1.0
25233,Mohikaner,mohikan@r,N,m.,1.0
25234,Mohn,mon,N,m.,1.0
25235,Mohnblume,monblum@,N,v.,2.0
25236,Mohr,mor,N,m.,1.0
25237,Moehre,m|r@,N,v.,2.0
25238,Mohrruebe,morryb@,N,v.,2.0
25239,moirieren,mo&rir@n,V,,
25240,mokant,mok&nt,A,,
25241,Mokassin,mok&sin,N,m.,1.0
25242,mokieren,mokir@n,V,,
25243,Mokka,mOka,N,m.,1.0
25244,Mokkatasse,mOkat&s@,N,v.,2.0
25245,Mol,mol,N,o.,3.0
25246,molar,molar,A,,
25247,Molasse,mol&s@,N,v.,2.0
25248,Molch,mOlx,N,m.,1.0
25249,Mole,mol@,N,v.,2.0
25250,Molekuel,molekyl,N,o.,3.0
25251,molestieren,molEstir@n,V,,
25252,Molke,mOlk@,N,v.,2.0
25253,Molken,mOlk@n,N,m.,1.0
